property#,owner_id,street_address,apt#,city,state,zip_code,home_type,bedrooms,bathrooms,sq_feet,lot_size,year_built,architecture,pool,property_taxes,condo_fees,when_bought,remaining_mortgage
8270,9188,92243 Ed Coves,NULL,Lucyland,Maryland,48588,house,1,1,1100,0.3,1967,federal,Y,"9,682",NULL,2021,34579
8271,7392,7066 Altenwerth Garden,NULL,Walnut Creek,Texas,9161,house,6,5,4000,1.1,2013,farmhouse,Y,"35,847",NULL,2006,768150
8272,80,22704 Goodwin Flats,NULL,Haleybury,Wisconsin,38315,house,7,6,4600,1.27,1942,saltbox,N,"41,271",NULL,2010,687855
8273,1210,8122 Gladys Neck,NULL,Claudineburgh,Louisiana,81791,house,6,2,3700,1.02,1949,A-frame,Y,"32,977",NULL,2007,667399
8274,8867,20447 Schmeler Alley,NULL,West Raymond,North Carolina,51639,house,10,9,6400,1.76,2019,spanish,Y,"57,544",NULL,1993,2123655
8275,5674,3667 Schumm Circles,NULL,Lake Solon,Montana,64969,house,5,2,3200,0.88,1983,cabin,Y,"28,510",NULL,1986,1289720
8276,9462,3578 Sister Run,NULL,Rockford,Missouri,5224,house,4,4,2900,0.8,1972,colonial,Y,"25,955",NULL,2008,494380
8277,7216,1054 Lynch Parks,NULL,South Shemar,Montana,3896,house,6,1,3600,0.99,1976,cape cod,Y,"32,021",NULL,2012,457440
8278,8502,318 Annie Falls,NULL,Jeremybury,Connecticut,22624,house,6,6,4100,1.13,1942,country,N,"36,804",NULL,1991,1445854
8279,6303,151 Hilpert Walks,NULL,Dianafield,Kansas,39331,house,1,1,1100,0.3,1967,victorian,Y,"9,682",NULL,2011,149841
8280,8142,209 Mac Ville,NULL,North Highlands,Delaware,82942,house,11,8,6800,1.87,1927,tudor,N,"61,055",NULL,1995,2107865
8281,6370,695 Collins Forks,NULL,Electabury,Arizona,63177,house,2,2,1700,0.47,1920,craftsman,Y,"15,106",NULL,2004,359675
8282,4963,5636 Deckow Mews,NULL,New Leta,Maine,95085,house,12,2,6700,1.84,1982,cottage,Y,"59,784",NULL,2014,711713
8283,9835,551 Hellen Passage,NULL,Trystanport,Massachusetts,14746,house,12,4,6900,1.9,1973,mediterranean,Y,"61,697",NULL,1994,2203463
8284,9655,80870 Marian Skyway,NULL,New Alberta,Colorado,22990,house,5,2,3200,0.88,1987,ranch,N,"28,510",NULL,1987,1255780
8285,6320,3111 Leatha Way,NULL,Bahringershire,Illinois,70775,house,7,2,4200,1.16,1968,contemporary,N,"37,445",NULL,2022,89155
8286,7092,767 Goodwin Point,NULL,Lake Pasquale,South Carolina,39932,house,11,5,6500,1.79,1930,italian,Y,"58,186",NULL,2000,1662450
8287,8219,85565 Walter Square,NULL,North Eveline,Tennessee,8360,house,6,6,4100,1.13,1968,georgian,Y,"36,804",NULL,2018,262883
8288,2014,1023 Jacobi Manors,NULL,Greensboro,Florida,55845,house,11,9,6900,1.9,1990,greek,N,"62,012",NULL,2023,73824
8289,2506,949 Carter Villages,NULL,Finnport,Colorado,8216,house,10,3,5800,1.6,1974,french,N,"51,805",NULL,2008,986760
8290,2314,90970 O'Keefe Ridge,NULL,Roxanneview,Pennsylvania,2875,house,11,7,6700,1.84,1933,modern,Y,"60,099",NULL,2016,572370
8291,1763,1800 Bailey Turnpike,NULL,Alexafield,Arizona,81933,house,9,3,5300,1.46,2005,gothic,Y,"47,337",NULL,2013,619891
8292,3859,63355 Lois Alley,NULL,Port Marlee,Nebraska,97353,house,4,4,2900,0.8,1964,prairie,N,"25,955",NULL,2005,587076
8293,22,2928 Reinger Forges,NULL,Lake Harvey,New Mexico,36701,house,3,1,2100,0.58,1993,rowhouse,N,"18,618",NULL,1998,576258
8294,8885,792 O'Keefe Lake,NULL,Cummerataside,Kentucky,842,house,7,7,4700,1.29,2008,antebellum,Y,"42,228",NULL,1987,1860036
8295,92,208 Erica Court,NULL,Raynorfield,Washington,66243,house,5,1,3100,0.85,1990,federal,N,"27,553",NULL,2001,754429
8296,2960,90203 Enrico Mews,NULL,Kshlerinview,Nevada,19090,house,7,4,4400,1.21,1981,farmhouse,N,"39,358",NULL,2017,327985
8297,7522,12618 Aubrey Meadows,NULL,Adalinestead,California,8836,house,12,11,7600,2.09,1980,saltbox,N,"68,393",NULL,2010,1139880
8298,4286,94850 Talon Lane,NULL,North Phoebe,Idaho,61818,house,6,3,3800,1.05,1958,A-frame,N,"33,934",NULL,2000,969540
8299,9809,58826 Neil Village,NULL,East Genesisville,Nevada,64018,house,5,2,3200,0.88,1990,spanish,Y,"28,510",NULL,2015,305460
8300,3157,6925 Rosanna Pine,NULL,New Corbin,Maine,86959,house,1,1,1100,0.3,1968,cabin,N,"9,682",NULL,2017,80684
8301,1415,6946 Ettie Burgs,NULL,Port Cyruscester,Michigan,36805,house,12,5,7000,1.93,1968,colonial,Y,"62,654",NULL,2009,1118813
8302,8497,5537 Labadie Extensions,NULL,Catalinamouth,New Mexico,66926,house,10,7,6200,1.71,1970,cape cod,Y,"55,631",NULL,2021,198683
8303,1109,6857 Loyal Ferry,NULL,Cotyside,Vermont,91715,house,11,10,7000,1.93,2002,country,N,"62,969",NULL,2019,374813
8304,7519,289 Miller Spur,NULL,Nathanialhaven,Hawaii,85711,house,10,10,6500,1.79,2017,victorian,N,"58,501",NULL,2000,1671450
8305,3814,63846 Dicki Centers,NULL,East Anikaside,Oklahoma,38075,house,12,6,7100,1.95,1952,tudor,Y,"63,610",NULL,2019,378631
8306,779,4050 Jensen Freeway,NULL,South Uriahstead,Idaho,35227,house,9,9,5900,1.62,2014,craftsman,Y,"53,077",NULL,1985,2464264
8307,4376,438 Sporer Ways,NULL,Lake Stephon,Iowa,79777,house,7,6,4600,1.27,1931,cottage,N,"41,271",NULL,2004,982650
8308,7906,6004 Ellsworth Ridges,NULL,Tracy,Hawaii,99893,house,6,1,3600,0.99,1942,mediterranean,Y,"32,021",NULL,2002,838640
8309,3478,857 Fannie Ranch,NULL,Kaileeside,North Dakota,82697,house,11,8,6800,1.87,1991,ranch,N,"61,055",NULL,2017,508795
8310,7597,63226 Cade Lock,NULL,St. Louis Park,Mississippi,44101,house,2,2,1700,0.47,1968,contemporary,N,"15,106",NULL,1988,647415
8311,7386,90556 Cassin Pine,NULL,Aylinberg,Alaska,55259,house,6,5,4000,1.1,2019,italian,Y,"35,847",NULL,2022,85350
8312,6484,26064 Greenholt Plain,NULL,Schuppeborough,North Carolina,91503,house,8,2,4700,1.29,1930,georgian,N,"41,913",NULL,2020,199585
8313,1811,6988 Elbert Prairie,NULL,Whiteview,Oregon,81117,house,7,3,4300,1.18,2008,greek,N,"38,402",NULL,2011,594311
8314,5932,48496 Theresa Curve,NULL,New Trycia,Arizona,44433,house,4,3,2800,0.77,1941,french,Y,"24,998",NULL,2003,624960
8315,8824,56168 Witting Grove,NULL,Kaileyshire,Arizona,86713,house,8,7,5200,1.43,2021,modern,Y,"46,696",NULL,2005,1056210
8316,3415,260 Ada Islands,NULL,South Sheridanfort,Missouri,84659,house,2,1,1600,0.44,2006,gothic,N,"14,150",NULL,2013,185295
8317,5566,654 Darrin Centers,NULL,West Constanceworth,Nebraska,8182,house,9,3,5300,1.46,1951,prairie,N,"47,337",NULL,2004,1127075
8318,4119,9818 Gislason Club,NULL,Odessafield,Alaska,71671,house,9,9,5900,1.62,1965,rowhouse,Y,"53,077",NULL,2007,1074166
8319,190,759 Abernathy Grove,NULL,Kalamazoo,Maine,45002,house,2,1,1600,0.44,1937,antebellum,Y,"14,150",NULL,2012,202140
8320,4928,9582 Kerluke Mountain,NULL,Blaine,West Virginia,39484,house,7,1,4100,1.13,1954,federal,Y,"36,489",NULL,2014,434388
8321,2431,3222 Marcelo Valley,NULL,Conorburgh,Connecticut,18106,house,5,2,3200,0.88,1972,farmhouse,N,"28,510",NULL,2009,509100
8322,3850,379 Mosciski Coves,NULL,Long Beach,Iowa,42414,house,3,1,2100,0.58,2016,saltbox,N,"18,618",NULL,1989,775731
8323,2320,606 Lionel Lights,NULL,North Brycentown,Alaska,72380,house,7,1,4100,1.13,1978,A-frame,N,"36,489",NULL,2002,955653
8324,6155,140 Larson Greens,NULL,South Vanessa,Vermont,32153,house,7,1,4100,1.13,1989,spanish,Y,"36,489",NULL,2005,825336
8325,2262,18647 Wisoky Dam,NULL,New Hillarycester,California,12016,house,6,5,4000,1.1,2012,cabin,N,"35,847",NULL,1985,1664325
8326,6155,348 Wyman Station,NULL,Palatine,Utah,49791,house,11,4,6400,1.76,1984,colonial,N,"57,229",NULL,1990,2316420
8327,7797,7237 Eloy Mountain,NULL,Jeremystad,Indiana,7840,house,5,4,3400,0.94,1993,cape cod,N,"30,423",NULL,2003,760568
8328,2157,571 Tyra Valleys,NULL,Lake Augustineport,Oklahoma,56990,house,12,1,6600,1.82,2024,country,Y,"58,827",NULL,2001,1610748
8329,5495,615 Joyce Forge,NULL,McKenzietown,Idaho,93554,house,7,7,4700,1.29,1933,victorian,Y,"42,228",NULL,1996,1407595
8330,1264,3183 Erna Courts,NULL,South Groverboro,North Dakota,16671,house,11,6,6600,1.82,1958,tudor,N,"59,142",NULL,2004,1408150
8331,2133,57703 Bauch Knoll,NULL,New Chaz,Washington,31269,house,12,9,7400,2.04,2024,craftsman,N,"66,480",NULL,2011,1028853
8332,3189,94572 Klein Wells,NULL,Emorystad,Washington,18089,house,6,4,3900,1.07,2000,cottage,N,"34,891",NULL,2007,706116
8333,1161,1055 Ignatius Point,NULL,Dothan,Missouri,51785,house,4,3,2800,0.77,2006,mediterranean,Y,"24,998",NULL,1993,922560
8334,6948,735 Daisha Rue,NULL,North Aric,Colorado,18497,house,6,5,4000,1.1,1926,ranch,Y,"35,847",NULL,2005,810825
8335,5938,6536 Ashleigh Meadows,NULL,Leschtown,Wisconsin,95130,house,9,7,5700,1.57,1952,contemporary,N,"51,163",NULL,2001,1400901
8336,2714,751 Cronin Underpass,NULL,New Nigelport,Hawaii,97425,house,6,4,3900,1.07,1965,italian,Y,"34,891",NULL,1994,1246088
8337,2191,48518 Barrows Cove,NULL,Lelandtown,Massachusetts,30681,house,12,12,7700,2.12,1926,georgian,Y,"69,349",NULL,1990,2806998
8338,4250,4566 Harber Mills,NULL,Reichertfield,Missouri,9609,house,6,3,3800,1.05,1938,greek,N,"33,934",NULL,2017,282783
8339,2936,2255 Jenkins Stream,NULL,West Odashire,Alabama,34230,house,10,7,6200,1.71,2010,french,N,"55,631",NULL,1986,2516645
8340,4427,811 Jaylin Glen,NULL,South Duane,Ohio,64382,house,5,4,3400,0.94,2019,modern,Y,"30,423",NULL,2019,181088
8341,8142,75573 Hans Burgs,NULL,Fort Jacynthetown,Indiana,70616,house,5,3,3300,0.91,2022,gothic,Y,"29,466",NULL,2013,385866
8342,1184,84158 Arnulfo Manors,NULL,Castle Rock,Alaska,64062,house,4,2,2700,0.74,2009,prairie,N,"24,042",NULL,2007,486561
8343,9740,8708 Kailey Ferry,NULL,Carrollhaven,Iowa,85241,house,4,1,2600,0.72,1979,rowhouse,Y,"23,085",NULL,2019,137413
8344,2406,18518 Alphonso Pass,NULL,Port Stefanberg,North Carolina,19225,house,6,1,3600,0.99,1963,antebellum,Y,"32,021",NULL,1990,1296080
8345,8487,13944 Pacocha Field,NULL,East Edisonboro,Idaho,81825,house,1,1,1100,0.3,1945,federal,Y,"9,682",NULL,2016,92210
8346,5042,863 Burnice Flat,NULL,Glen Burnie,North Dakota,18353,house,5,2,3200,0.88,1999,farmhouse,N,"28,510",NULL,2016,271520
8347,3618,689 Ledner Manors,NULL,Port Ayanaborough,Alabama,11289,house,9,3,5300,1.46,1950,saltbox,Y,"47,337",NULL,2013,619891
8348,2107,228 Jaren Harbors,NULL,Stokestown,New Mexico,23411,house,2,2,1700,0.47,1935,A-frame,Y,"15,106",NULL,1986,683383
8349,4614,758 Senger Ville,NULL,Lake Cary,Arizona,21059,house,5,4,3400,0.94,2024,spanish,N,"30,423",NULL,2014,362175
8350,436,10817 Kaden Vista,NULL,Canton,Kansas,13046,house,1,1,1100,0.3,2009,cabin,Y,"9,682",NULL,1999,288156
8351,9623,421 Libby Lodge,NULL,Emmerichville,Maryland,2366,house,12,7,7200,1.98,1923,colonial,Y,"64,567",NULL,2015,691785
8352,853,85243 Clifton Points,NULL,Schultzhaven,South Carolina,82919,house,1,1,1100,0.3,1948,cape cod,Y,"9,682",NULL,2020,46105
8353,7636,983 Heaney Motorway,NULL,Fort Julesboro,Virginia,98320,house,10,3,5800,1.6,1942,country,N,"51,805",NULL,2023,61673
8354,7971,969 Dooley Lights,NULL,Steuberhaven,Rhode Island,63016,house,12,3,6800,1.87,1942,victorian,N,"60,740",NULL,2010,1012340
8355,5937,3099 Carolyne Shoals,NULL,Kurtisfield,Oklahoma,71862,house,8,6,5100,1.4,1984,tudor,N,"45,739",NULL,2006,980123
8356,5393,68734 Kiehn Burg,NULL,Roscoefort,Ohio,98909,house,8,5,5000,1.38,1960,craftsman,Y,"44,783",NULL,1984,2132500
8357,8167,1454 Hilpert Common,NULL,Wymanstead,Illinois,96304,house,3,3,2300,0.63,2003,cottage,Y,"20,531",NULL,2018,146648
8358,1172,478 Garnet Ways,NULL,Athens-Clarke County,Florida,14416,house,8,2,4700,1.29,1934,mediterranean,N,"41,913",NULL,1986,1896058
8359,6207,578 Hills Walk,NULL,Port Baileyland,Oklahoma,92476,house,2,1,1600,0.44,1965,ranch,N,"14,150",NULL,1984,673800
8360,4788,74780 Bauch Station,NULL,Jordynstead,Colorado,55499,house,11,9,6900,1.9,2012,contemporary,Y,"62,012",NULL,1990,2510008
8361,8669,69759 Erik Trail,NULL,Lake Candidastad,Connecticut,3568,house,7,6,4600,1.27,1983,italian,Y,"41,271",NULL,2012,589590
8362,5355,554 Moen Mall,NULL,New Keiraville,Oregon,78634,house,12,5,7000,1.93,1952,georgian,N,"62,654",NULL,1997,2013863
8363,3882,67787 Eliezer Extensions,NULL,Veronabury,California,28126,house,3,2,2200,0.61,1961,greek,N,"19,574",NULL,2014,233025
8364,2718,275 Huel Spurs,NULL,Bretfurt,New Hampshire,32503,house,10,2,5700,1.57,2014,french,Y,"50,848",NULL,2014,605338
8365,9605,5929 Gracie Dam,NULL,Pasqualecester,Alaska,4532,house,9,5,5500,1.51,1972,modern,N,"49,250",NULL,1985,2286619
8366,6092,87127 Santa Fords,NULL,Heathcoteborough,Rhode Island,37696,house,5,1,3100,0.85,1962,gothic,Y,"27,553",NULL,2020,131205
8367,1842,90496 Shanon Land,NULL,Rooseveltview,Arizona,83242,house,4,1,2600,0.72,1990,prairie,Y,"23,085",NULL,2019,137413
8368,3773,6674 Rolfson Spring,NULL,Ceres,Illinois,45280,house,11,10,7000,1.93,1978,rowhouse,N,"62,969",NULL,2021,224888
8369,6862,77608 Armstrong Creek,NULL,New Orleans,Arkansas,72562,house,8,6,5100,1.4,1946,antebellum,N,"45,739",NULL,1999,1361281
8370,8955,45717 Greenfelder Glens,NULL,East Derickboro,Georgia,78174,house,3,3,2300,0.63,1996,federal,N,"20,531",NULL,2004,488825
8371,8358,67653 Caroline Canyon,NULL,Kerlukestad,Oregon,15858,house,4,2,2700,0.74,1948,farmhouse,N,"24,042",NULL,2023,28621
8372,1919,56755 Jacobson Brook,NULL,Turnerchester,Nevada,19762,house,2,2,1700,0.47,1955,saltbox,N,"15,106",NULL,2005,341691
8373,7059,8677 Roberts Springs,NULL,Creminland,Idaho,23117,house,7,7,4700,1.29,1947,A-frame,Y,"42,228",NULL,2023,50271
8374,6682,1800 Anne Squares,NULL,Quintonchester,Georgia,69068,house,8,4,4900,1.35,2022,spanish,N,"43,826",NULL,2015,469564
8375,1859,7999 Casimir Lakes,NULL,East Tabitha,North Carolina,92722,house,7,3,4300,1.18,1961,cabin,Y,"38,402",NULL,1984,1828650
8376,439,759 Roderick Circles,NULL,New Annabel,Maine,47059,house,8,8,5300,1.46,1924,colonial,N,"47,652",NULL,2014,567288
8377,8993,304 Cesar Junction,NULL,Arecibo,Utah,50649,house,2,2,1700,0.47,1965,cape cod,Y,"15,106",NULL,2009,269756
8378,7883,568 Ebert View,NULL,Lake Magnusworth,California,60148,house,3,1,2100,0.58,1968,country,Y,"18,618",NULL,1991,731404
8379,8916,993 Tatum Shore,NULL,West Lamontview,North Carolina,75176,house,6,5,4000,1.1,2008,victorian,Y,"35,847",NULL,2019,213375
8380,9858,813 Cletus Heights,NULL,West Dylanside,Wisconsin,29634,house,7,3,4300,1.18,2011,tudor,Y,"38,402",NULL,1993,1417204
8381,7211,50559 Jaylin Meadows,NULL,Fort Mohammedberg,Louisiana,64342,house,2,1,1600,0.44,1945,craftsman,N,"14,150",NULL,2010,235830
8382,561,3289 Bailey Drives,NULL,New Vernafurt,Arizona,95281,house,10,1,5600,1.54,1942,cottage,N,"49,892",NULL,2012,712740
8383,7506,4566 Stamm Shoals,NULL,Kovacekchester,Vermont,95956,house,1,1,1100,0.3,1954,mediterranean,Y,"9,682",NULL,1999,288156
8384,4438,618 Murray Curve,NULL,Port Maximilliaview,Louisiana,5344,house,12,8,7300,2.01,1942,ranch,N,"65,523",NULL,2015,702034
8385,150,695 Keebler Roads,NULL,Hudsontown,Montana,42066,house,2,1,1600,0.44,1978,contemporary,N,"14,150",NULL,2004,336900
8386,3131,33672 Cary Points,NULL,East Beth,Indiana,23214,house,6,5,4000,1.1,2006,italian,N,"35,847",NULL,1996,1194900
8387,5611,2709 Hoppe Course,NULL,Borisside,Montana,92806,house,11,3,6300,1.73,1996,georgian,Y,"56,273",NULL,2017,468939
8388,1346,651 Doyle Hollow,NULL,South Terryberg,New York,66074,house,5,1,3100,0.85,1928,greek,Y,"27,553",NULL,2003,688826
8389,1276,2721 Carmella Fall,NULL,Israelview,Michigan,50768,house,1,1,1100,0.3,1935,french,N,"9,682",NULL,1998,299683
8390,462,96484 Schuppe Neck,NULL,Aspen Hill,South Dakota,14182,house,3,1,2100,0.58,1977,modern,N,"18,618",NULL,2018,132983
8391,9590,8557 Gerlach Hollow,NULL,Glendacester,California,62774,house,10,9,6400,1.76,1929,gothic,Y,"57,544",NULL,1999,1712625
8392,7763,6427 Ollie Lane,NULL,Redondo Beach,Tennessee,86851,house,6,6,4100,1.13,1986,prairie,Y,"36,804",NULL,1996,1226785
8393,1561,19958 Francisco Club,NULL,Brennonview,Rhode Island,26658,house,6,6,4100,1.13,1990,rowhouse,N,"36,804",NULL,2013,481951
8394,76,5042 Fanny Rapids,NULL,Newton,Wyoming,12082,house,8,6,5100,1.4,1952,antebellum,Y,"45,739",NULL,2017,381159
8395,554,825 Kunze Union,NULL,Palm Harbor,Idaho,12605,house,7,3,4300,1.18,1928,federal,Y,"38,402",NULL,2005,868609
8396,5508,2210 Koss Parks,NULL,Johns Creek,Vermont,69918,house,3,3,2300,0.63,2001,farmhouse,Y,"20,531",NULL,1990,831003
8397,3589,42363 Howell Divide,NULL,Aglaeport,Louisiana,80322,house,6,1,3600,0.99,2008,saltbox,Y,"32,021",NULL,2011,495560
8398,4526,6265 Nicolette Walks,NULL,East Milton,Indiana,6597,house,7,7,4700,1.29,2024,A-frame,Y,"42,228",NULL,2006,904883
8399,7419,37181 Waters Route,NULL,Goyetteview,Massachusetts,43283,house,12,12,7700,2.12,2022,spanish,Y,"69,349",NULL,1998,2146528
8400,6087,2087 Reichel Ports,NULL,Veumworth,Kansas,24175,house,7,1,4100,1.13,1952,cabin,N,"36,489",NULL,1996,1216285
8401,6144,427 Wehner Lights,NULL,Myrlport,Iowa,74653,house,11,6,6600,1.82,1939,colonial,N,"59,142",NULL,2009,1056113
8402,6667,4472 Walker Way,NULL,Odessa,New Jersey,49197,house,5,1,3100,0.85,1924,cape cod,N,"27,553",NULL,2011,426416
8403,4464,620 Octavia Drives,NULL,Fort Jasminfort,Vermont,50089,house,7,2,4200,1.16,1947,country,Y,"37,445",NULL,1987,1649368
8404,6263,421 Eddie Walks,NULL,Port Viviane,Utah,98904,house,6,3,3800,1.05,1980,victorian,Y,"33,934",NULL,1996,1131130
8405,872,7357 Cassin Keys,NULL,Newton,Connecticut,83952,house,1,1,1100,0.3,1920,tudor,N,"9,682",NULL,1989,403419
8406,7733,78006 Reichel Loaf,NULL,Conroyview,New Hampshire,12254,house,10,7,6200,1.71,1984,craftsman,Y,"55,631",NULL,2002,1457005
8407,7241,3784 Fisher Rapids,NULL,Lake Alveracester,Massachusetts,60456,house,9,9,5900,1.62,1966,cottage,Y,"53,077",NULL,2016,505490
8408,7190,36195 Durgan Skyway,NULL,Fort Lauderdale,Virginia,75770,house,12,10,7500,2.06,1950,mediterranean,Y,"67,436",NULL,1992,2569000
8409,8618,4446 Blanda Vista,NULL,Lenexa,South Carolina,67284,house,5,1,3100,0.85,2002,ranch,Y,"27,553",NULL,2000,787230
8410,6129,52808 Breitenberg Way,NULL,Lake Rodger,Vermont,40015,house,5,3,3300,0.91,2011,contemporary,N,"29,466",NULL,1986,1332993
8411,4278,3841 Jewell Place,NULL,South Andreaneside,Kentucky,57090,house,12,6,7100,1.95,1955,italian,Y,"63,610",NULL,1993,2347514
8412,1704,14483 Vincenzo Turnpike,NULL,Lake Bereniceboro,New Hampshire,43408,house,6,1,3600,0.99,1931,georgian,N,"32,021",NULL,1999,953000
8413,7371,3963 Hodkiewicz Gardens,NULL,West Lafayette,New York,83983,house,5,1,3100,0.85,2021,greek,N,"27,553",NULL,1990,1115243
8414,2307,6004 Carole Shoals,NULL,Shirleyfield,Hawaii,14002,house,4,2,2700,0.74,2022,french,N,"24,042",NULL,2001,658289
8415,2064,137 Elliot Mission,NULL,Hamilton,West Virginia,95123,house,8,4,4900,1.35,1967,modern,N,"43,826",NULL,2017,365216
8416,6380,736 Boehm Dale,NULL,Waukesha,Massachusetts,13911,house,8,3,4800,1.32,1966,gothic,N,"42,869",NULL,2006,918630
8417,6563,7786 Celestino Lakes,NULL,Brookhaven,North Dakota,54280,house,5,4,3400,0.94,1957,prairie,N,"30,423",NULL,2012,434610
8418,3208,7145 Mueller Views,NULL,Cummerataview,Indiana,82482,house,2,2,1700,0.47,1966,rowhouse,N,"15,106",NULL,2008,287740
8419,999,96469 O'Reilly Loaf,NULL,East Leopoldo,Washington,9839,house,2,2,1700,0.47,1943,antebellum,N,"15,106",NULL,1989,629431
8420,1203,954 Gennaro Crossing,NULL,Bryan,Missouri,99179,house,12,12,7700,2.12,1987,federal,N,"69,349",NULL,1987,3054674
8421,1281,7886 Larkin Knolls,NULL,Denton,Ohio,5205,house,3,1,2100,0.58,1962,farmhouse,Y,"18,618",NULL,2005,421111
8422,1352,39675 Herman Cape,NULL,Carlieville,Georgia,54957,house,1,1,1100,0.3,2019,saltbox,N,"9,682",NULL,1984,461050
8423,1274,810 Albina Isle,NULL,Lelandborough,Wyoming,69121,house,3,1,2100,0.58,1940,A-frame,N,"18,618",NULL,1989,775731
8424,4878,5095 Jensen Summit,NULL,East Sunny,Utah,13225,house,6,4,3900,1.07,1965,spanish,N,"34,891",NULL,1992,1329160
8425,6698,6783 Vickie River,NULL,South Carolyn,California,50967,house,10,6,6100,1.68,1954,cabin,Y,"54,675",NULL,2003,1366864
8426,4772,4640 Rutherford Coves,NULL,Athens-Clarke County,Massachusetts,79136,house,10,2,5700,1.57,1926,colonial,N,"50,848",NULL,2003,1271209
8427,8894,55692 Brittany Shoals,NULL,Oceanside,Florida,40783,house,8,5,5000,1.38,2024,cape cod,N,"44,783",NULL,2003,1119563
8428,9288,7849 Reuben Creek,NULL,Fort Shayne,Florida,35281,house,11,10,7000,1.93,1922,country,Y,"62,969",NULL,2006,1349325
8429,7204,154 Anderson Harbor,NULL,Kutchview,South Carolina,6338,house,2,1,1600,0.44,1940,victorian,N,"14,150",NULL,2016,134760
8430,7068,581 Bechtelar Causeway,NULL,East Florencefurt,Tennessee,57604,house,8,8,5300,1.46,1984,tudor,N,"47,652",NULL,1993,1758591
8431,6784,785 Kuhn Walk,NULL,Rockford,Indiana,57223,house,5,5,3500,0.96,1985,craftsman,N,"31,379",NULL,1991,1232756
8432,3352,5081 Norwood Fords,NULL,Elizabeth,South Carolina,96309,house,5,5,3500,0.96,1992,cottage,N,"31,379",NULL,2019,186781
8433,4957,617 Gleichner Path,NULL,Hartford,Maryland,52337,house,10,10,6500,1.79,1957,mediterranean,N,"58,501",NULL,2012,835725
8434,1507,92112 Bogisich Throughway,NULL,Altenwerthchester,Ohio,93457,house,1,1,1100,0.3,1992,ranch,Y,"9,682",NULL,2011,149841
8435,7717,380 Heaney Shores,NULL,Port Deliahaven,California,22942,house,11,2,6200,1.71,1962,contemporary,N,"55,316",NULL,2009,987788
8436,6167,78223 Lourdes Way,NULL,North Odiestead,Washington,56774,house,2,2,1700,0.47,1945,italian,N,"15,106",NULL,2023,17984
8437,9249,5011 Lavern Plain,NULL,Jefferson City,New Hampshire,24413,house,6,4,3900,1.07,1986,georgian,N,"34,891",NULL,2002,913798
8438,4205,81754 Dee Circle,NULL,Rowanworth,North Dakota,39424,house,11,4,6400,1.76,2009,greek,Y,"57,229",NULL,1990,2316420
8439,2893,16085 Kihn Trafficway,NULL,Fort Desiree,Massachusetts,80398,house,12,4,6900,1.9,1969,french,N,"61,697",NULL,1988,2644155
8440,9715,9909 Sonny Springs,NULL,Caguas,Utah,4322,house,1,1,1100,0.3,1953,modern,Y,"9,682",NULL,2000,276630
8441,9799,962 Nicolas Rest,NULL,Emiliaport,South Carolina,89566,house,9,6,5600,1.54,1971,gothic,Y,"50,207",NULL,1994,1793100
8442,1201,207 Oral Curve,NULL,South Miastead,Alabama,31395,house,3,2,2200,0.61,1991,prairie,N,"19,574",NULL,1991,768983
8443,9543,321 Gutmann Flat,NULL,Ebertcester,Hawaii,85049,house,6,6,4100,1.13,1964,rowhouse,N,"36,804",NULL,2003,920089
8444,7739,80650 Jaylon Falls,NULL,Bahringerworth,North Carolina,40203,house,5,2,3200,0.88,1998,antebellum,N,"28,510",NULL,1991,1120020
8445,9982,2482 Esther Rapids,NULL,Bodeville,West Virginia,11907,house,10,4,5900,1.62,1923,federal,Y,"52,762",NULL,1999,1570281
8446,5497,4136 Ratke Causeway,NULL,West Lillian,New Mexico,42547,house,9,6,5600,1.54,1934,farmhouse,N,"50,207",NULL,2018,358620
8447,4760,3177 Gleason Circle,NULL,East Lavernaland,South Carolina,47308,house,4,3,2800,0.77,2016,saltbox,Y,"24,998",NULL,1994,892800
8448,8284,92876 Rae Port,NULL,Fort Owenbury,Oklahoma,88330,house,8,1,4600,1.27,2003,A-frame,Y,"40,956",NULL,1989,1706513
8449,9358,950 Dibbert River,NULL,Antoinetteburgh,Louisiana,37210,house,5,4,3400,0.94,1951,spanish,Y,"30,423",NULL,2020,144870
8450,4067,93198 Matt Route,NULL,Cathedral City,Pennsylvania,12507,house,4,3,2800,0.77,1934,cabin,Y,"24,998",NULL,2019,148800
8451,8045,599 Strosin Harbor,NULL,Port Arden,Kansas,82212,house,5,4,3400,0.94,1943,colonial,Y,"30,423",NULL,1995,1050308
8452,1890,364 Becker Spur,NULL,Braunfurt,North Dakota,9726,house,6,1,3600,0.99,1983,cape cod,Y,"32,021",NULL,2009,571800
8453,4267,808 Lisandro Spur,NULL,Flatleyville,Vermont,33352,house,12,10,7500,2.06,2002,country,Y,"67,436",NULL,2020,321125
8454,1725,4827 Labadie Landing,NULL,Randallberg,Minnesota,18471,house,1,1,1100,0.3,1965,victorian,Y,"9,682",NULL,1995,334261
8455,5490,8897 West Brooks,NULL,Weston,South Carolina,99293,house,6,3,3800,1.05,1950,tudor,Y,"33,934",NULL,1995,1171528
8456,8251,777 Ozella Crest,NULL,Fort Beverly,Maryland,42089,house,5,5,3500,0.96,1924,craftsman,Y,"31,379",NULL,2003,784481
